ACTIVITY_NO,EVENT_NUM,STATION_NAME,COUNTY_NAME,WATERBODY_NAME,STATION_DESC,COMMON_NAME,FISH_COUNT,TOTAL WEIGHT (grams),MINIMUM LENGTH (millimeters),MAXIMUM LENGTH (millimeters),MUSEUM_FISH_COUNT,DEFORMITY_COUNT,FIN_EROSION_COUNT,LESION_COUNT,TUMOR_COUNT,MULTI_ANOMALY_COUNT,ANCHOR_WORMS_COUNT,LEECHES_COUNT,SWIRLED_SCALES_COUNT,POP_EYE_COUNT,EMACIATED_COUNT,FUNGUS_COUNT,PARASITES_COUNT
AB25700,16R039,LEJ090-0041,Dekalb,Black Creek,CR 9,Greenside Darter,1,4,72,72,0,,,,,,,,,,,,
AB25700,16R039,LEJ090-0041,Dekalb,Black Creek,CR 9,Johnny Darter,1,1,27,27,0,,,,,,,,,,,,
AB25700,16R039,LEJ090-0041,Dekalb,Black Creek,CR 9,Mottled Sculpin,16,101,25,83,0,,,,,,,,,,,,
AB25700,16R039,LEJ090-0041,Dekalb,Black Creek,CR 9,Northern Hog Sucker,1,1,29,29,0,,,,,,,,,,,,
AB25700,16R039,LEJ090-0041,Dekalb,Black Creek,CR 9,Orangethroat Darter,1,1,27,27,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Bluegill,33,327,36,140,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Central Mudminnow,1,7,90,90,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Central Stoneroller,17,100,71,119,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Creek Chub,34,30,20,125,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Johnny Darter,1,1,60,60,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,White Crappie,1,38,150,150,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,White Sucker,14,8,28,54,0,,,,,,,,,,,,
AB25689,16R040,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Yellow Bullhead,1,82,180,180,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Bluegill,60,469,32,105,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Central Stoneroller,25,187,41,131,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Creek Chub,86,102,25,66,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Green Sunfish,1,30,119,119,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Johnny Darter,18,5,25,57,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Largemouth Bass,3,30,75,109,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Orangethroat Darter,6,2,28,34,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Redfin Pickerel,1,19,149,149,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,Warmouth,1,43,122,122,0,,,,,,,,,,,,
AB26311,16R040.5,WEM080-0023,Jennings,Mutton Creek,CR 600 W,White Sucker,31,77,34,77,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Bigeye Chub,23,45,38,77,23,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Bigeye Shiner,11,17,28,70,11,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Black Redhorse,58,6274,106,316,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Bluegill,7,61,48,82,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Bluntnose Minnow,36,233,19,67,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Brindled Madtom,1,5,69,69,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Brook Silverside,1,1,42,42,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Central Stoneroller,110,1105,41,123,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Chestnut Lamprey,1,5,135,135,1,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Creek Chub,12,116,26,135,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Fantail Darter,13,5,22,42,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Golden Redhorse,24,2823,42,325,3,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Green Sunfish,2,19,62,92,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Greenside Darter,33,304,34,72,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Johnny Darter,9,7,31,52,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Longear Sunfish,64,935,28,134,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Northern Hog Sucker,62,1897,49,222,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Rainbow Darter,11,252,24,52,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Rock Bass,16,505,71,197,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Rosyface Shiner,16,20,47,85,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Silverjaw Minnow,17,30,24,75,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Smallmouth Bass,11,680,69,217,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Spotfin Shiner,5,10,45,81,0,,,,,,,,,,,,
AB25683,16R041,WEM020-0015,Jennings,Graham Creek,CR 500 S,Striped Shiner,120,1056,37,120,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Blacknose Dace,58,150,35,80,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Bluegill,6,30,50,100,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Bluntnose Minnow,2,48,92,95,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Central Stoneroller,32,172,39,112,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Creek Chub,25,315,39,150,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Fantail Darter,12,25,30,66,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Green Sunfish,20,250,57,110,0,,,,,,,,,,,,
AB25676,16R042,OSK060-0001,Clark,Bull Creek,Blue Ridge Road,Johnny Darter,2,3,54,55,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Bigeye Chub,8,12,60,75,2,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Bigeye Shiner,12,26,50,76,2,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Black Redhorse,4,156,98,236,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Bluegill,2,7,56,82,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Bluntnose Minnow,21,43,42,89,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Brindled Madtom,3,9,60,90,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Central Stoneroller,123,802,43,143,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Creek Chub,30,73,30,132,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Fantail Darter,45,32,36,59,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Golden Redhorse,12,401,96,276,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Green Sunfish,2,19,64,101,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Greenside Darter,85,197,30,77,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Johnny Darter,16,9,20,50,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Logperch,6,57,100,132,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Longear Sunfish,37,501,48,142,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Longnose Gar,1,5,120,120,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Northern Hog Sucker,21,757,32,200,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Rainbow Darter,108,91,22,61,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Rock Bass,24,515,63,194,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Silver Shiner,1,4,81,81,1,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Smallmouth Bass,14,348,111,215,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Spotfin Shiner,8,32,56,95,2,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Steelcolor Shiner,2,7,91,95,2,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Striped Shiner,71,17,50,130,0,,,,,,,,,,,,
AB25688,16R043,WEM060-0044,Jennings,Otter Creek,CR 500 E,Yellow Bullhead,2,82,156,163,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Bigeye Shiner,2,7,68,72,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Black Redhorse,2,241,210,235,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Bluntnose Minnow,6,38,70,95,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Brindled Madtom,1,4,75,75,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Central Stoneroller,12,80,38,106,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Creek Chub,28,342,32,170,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Fantail Darter,47,20,20,54,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Golden Redhorse,2,233,220,260,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Green Sunfish,9,209,90,130,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Greenside Darter,11,16,62,105,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Johnny Darter,13,7,22,48,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Largemouth Bass,1,2,30,30,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Logperch,2,15,95,108,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Longear Sunfish,28,378,58,124,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Northern Hog Sucker,14,638,38,220,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Rainbow Darter,31,36,25,60,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Rock Bass,5,239,132,155,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Silverjaw Minnow,4,3,68,80,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Striped Shiner,30,251,36,142,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,White Sucker,5,98,150,186,0,,,,,,,,,,,,
AB25687,16R044,WEM050-0048,Jennings,Vernon Fork Muscatatuck River,CR 740 E,Yellow Bullhead,22,1265,145,210,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Bluegill,1,8,82,82,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Bluntnose Minnow,6,15,66,82,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Central Stoneroller,62,70,22,80,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Creek Chub,96,264,25,153,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Fantail Darter,3,3,50,54,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Green Sunfish,2,32,97,105,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Johnny Darter,17,9,24,57,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Largemouth Bass,4,2,37,46,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Longear Sunfish,1,14,87,87,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Orangethroat Darter,44,37,23,47,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Rainbow Darter,3,3,26,57,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Silverjaw Minnow,2,1,65,68,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,Striped Shiner,3,12,74,92,0,,,,,,,,,,,,
AB25682,16R045,WEM050-0040,Jennings,Finch Branch,CR 775 East,White Sucker,7,56,30,160,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,Bluntnose Minnow,7,20,50,65,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,Creek Chub,45,325,30,135,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,Green Sunfish,6,68,52,95,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,Johnny Darter,5,2,40,50,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,Rainbow Darter,2,2,38,48,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,Striped Shiner,2,32,62,95,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,Western Creek Chubsucker,2,30,65,90,0,,,,,,,,,,,,
AB25684,16R046,WEM020-0030,Jennings,Rush Branch,@ W Perimeter RD,White Sucker,7,137,85,138,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Banded Darter,3,1,25,26,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Bluegill,2,24,78,98,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Bluntnose Minnow,6,28,35,90,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Central Stoneroller,21,46,25,90,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Creek Chub,12,198,20,134,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Fantail Darter,3,17,20,58,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Green Sunfish,20,396,70,150,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Johnny Darter,4,10,26,52,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Longear Sunfish,8,234,92,112,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Rainbow Darter,11,30,28,55,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Scarlet Shiner,1,3,75,75,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,Striped Shiner,6,34,55,92,0,,,,,,,,,,,,
AB25685,16R047,WEM020-0040,Jennings,Little Graham Creek,W Perimeter Rd Area 33,White Sucker,14,1319,39,236,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Banded Darter,1,1,40,40,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Black Redhorse,4,790,262,290,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Bluntnose Minnow,2,5,153,154,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Central Stoneroller,175,1760,30,140,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Fantail Darter,4,16,22,65,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Golden Redhorse,2,530,278,305,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Greenside Darter,13,68,38,86,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Logperch,1,13,118,118,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Longear Sunfish,8,226,96,118,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Northern Hog Sucker,4,165,110,160,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Rainbow Darter,21,41,40,50,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Rock Bass,6,392,108,168,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Smallmouth Bass,2,135,165,185,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Spotfin Shiner,1,3,50,50,0,,,,,,,,,,,,
AB25681,16R048,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Striped Shiner,49,343,38,120,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Bluntnose Minnow,12,12,26,71,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Central Stoneroller,186,524,47,103,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Creek Chub,22,154,35,118,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Fantail Darter,150,192,25,60,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Greenside Darter,30,90,46,94,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Johnny Darter,7,16,48,51,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Northern Hog Sucker,1,4,72,72,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Rainbow Darter,54,61,30,59,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Scarlet Shiner,2,1,32,36,2,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Stonecat,1,2,52,52,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Striped Shiner,10,25,27,87,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,White Sucker,3,8,60,65,0,,,,,,,,,,,,
AB26312,16R048.5,OSK030-0019,Jefferson,West Fork Indian Kentuck Creek,N China Manville Rd,Yellow Bullhead,1,116,191,191,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Banded Darter,1,1,30,30,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Bluntnose Minnow,1,4,75,75,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Central Stoneroller,274,175,35,105,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Creek Chub,2,30,75,95,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Fantail Darter,35,61,40,58,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Greenside Darter,1,9,90,90,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Johnny Darter,1,1,35,35,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Northern Hog Sucker,3,62,112,130,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Rainbow Darter,25,70,45,60,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Sand Shiner,2,2,45,50,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Striped Shiner,17,147,65,105,0,,,,,,,,,,,,
AB25680,16R049,OSK030-0017,Jefferson,Indian Kentuck Creek,Lonnis Hill Rd,Yellow Bullhead,5,273,145,176,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Black Redhorse,9,1220,90,298,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Bluntnose Minnow,56,84,35,75,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Central Stoneroller,2,3,40,50,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Emerald Shiner,18,45,41,95,9,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Gizzard Shad,1,167,283,283,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Golden Redhorse,22,3480,125,355,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Green Sunfish,6,240,90,153,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Greenside Darter,2,2,28,30,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Johnny Darter,2,1,27,45,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Largemouth Bass,1,201,245,245,0,,,,,,,,,,,,
AB25679,16R050,OSK-02-0016,Jefferson,Indian Kentuck Creek,Brooksburg Manville Rd,Logperch,6,61,70,115,0,,,,,,,,,,,,
